term1;term2;sentence;is_cause;is_treat;source;prp_sent;sdp;sdp_joined
HYPERTENSION;PHEOCHROMOCYTOMA;The authors report a case of PHEOCHROMOCYTOMA revealed by a de novo appeared HYPERTENSION in a young female patient at her 3rd trimester of pregncy.;1;0;CrowdTruth;The authors report a case of term2 revealed by a de novo appeared term1 in a young female patient at her 3rd trimester of pregncy.;['term1', 'appear', 'report', 'case', 'of', 'term2'];term1 appear report case of term2
PANCYTOPENIA;HAEMOPHAGOCYTIC SYNDROME;However, the patient deteriorated, with fevers, weight loss, PANCYTOPENIA and laboratory features consistent with the HAEMOPHAGOCYTIC SYNDROME;1;0;CrowdTruth;However, the patient deteriorated, with fevers, weight loss, term1 and laboratory features consistent with the term2;['term1', 'loss', 'fever', 'with', 'term2'];term1 loss fever with term2
POSTMENOPAUSAL BLEEDING;ENDOMETRIAL CANCER;? A prospective study was done to evaluate the role of three dimensiol vs. two dimensiol TVUS in diagnosing ENDOMETRIAL CANCER in patients with a history of POSTMENOPAUSAL BLEEDING;1;0;CrowdTruth;? A prospective study was done to evaluate the role of three dimensiol vs. two dimensiol TVUS in diagnosing term2 in patients with a history of term1;['term1', 'of', 'role', 'evaluate', 'in', 'diagnose', 'term2'];term1 of role evaluate in diagnose term2
IN SITU (DCIS;MICROCALCIFICATION CLUSTERS;However, despite the additiol information provided by MRI, mammography is still an extremely important diagnostic imaging modality, particularly for several common conditions such as ductal carcinoma IN SITU (DCIS) where it has been shown that there is a strong correlation between MICROCALCIFICATION CLUSTERS and maligncy.;1;0;CrowdTruth;However, despite the additiol information provided by MRI, mammography is still an extremely important diagnostic imaging modality, particularly for several common conditions such as ductal carcinoma term1) where it has been shown that there is a strong correlation between term2 and maligncy.;['term1', 'be', 'correlation', 'between', 'term2'];term1 be correlation between term2
POLYPOID MASSES;ADENOMATOUS POLYPS;Although initial biopsies were diagnosed as juvenile polyps, later biopsies showed both ADENOMATOUS POLYPS and large POLYPOID MASSES with a mixture of juvenile and adenomatous features.;1;0;CrowdTruth;Although initial biopsies were diagnosed as juvenile polyps, later biopsies showed both term2 and large term1 with a mixture of juvenile and adenomatous features.;['term1', 'term2'];term1 term2
ACUTE MEGAKARYOCYTIC MYELOSIS;MYELOFIBROSIS;There was a severe, apparently neoplastic proliferation of megakaryocytes so different from that seen in acute granulocytic leukemia or MYELOFIBROSIS that a diagnosis of ACUTE MEGAKARYOCYTIC MYELOSIS was warranted.;1;0;CrowdTruth;There was a severe, apparently neoplastic proliferation of megakaryocytes so different from that seen in acute granulocytic leukemia or term2 that a diagnosis of term1 was warranted.;['term1', 'of', 'proliferation', 'be', 'term2'];term1 of proliferation be term2
HEMOPTYSIS;BRONCHIAL CARCINOMA;A chest x ray showing a large tumor like opacity in the left lower lobe and endoscopy visualizing a budding mass suggested a diagnosis of BRONCHIAL CARCINOMA in a 55 year old, tobacco smoking Cambodian who consulted for HEMOPTYSIS and altered general status.;1;0;CrowdTruth;A chest x ray showing a large tumor like opacity in the left lower lobe and endoscopy visualizing a budding mass suggested a diagnosis of term2 in a 55 year old, tobacco smoking Cambodian who consulted for term1 and altered general status.;['term1', 'for', 'consult', 'Cambodian', 'a', 'diagnosis', 'of', 'term2'];term1 for consult Cambodian a diagnosis of term2
FEVER;HEPATOCELLULAR CARCINOMA;A 52-year-old man with HEPATOCELLULAR CARCINOMA (HCC) was admitted with cough and FEVER;1;0;CrowdTruth;A 52-year-old man with term2 (HCC) was admitted with cough and term1;['term1', 'cough', 'with', 'term2'];term1 cough with term2
HEMORRHAGE;CENTRAL NEUROCYTOMA;CENTRAL NEUROCYTOMA seldom present with HEMORRHAGE;1;0;CrowdTruth;term2 seldom present with term1;['term1', 'with', 'present', 'term2'];term1 with present term2
UNFAVORABLE CLINICAL OUTCOME;OVARIAN CARCINOMA;These results showed that high LAPTM4B expression was associated with progression of ovarian carcinoma and correlated with UNFAVORABLE CLINICAL OUTCOME suggesting that LAPTM4B may be a clinically useful prognostic indicator for OVARIAN CARCINOMA;1;0;CrowdTruth;These results showed that high LAPTM4B expression was associated with progression of ovarian carcinoma and correlated with term1 suggesting that LAPTM4B may be a clinically useful prognostic indicator for term2;['term1', 'with', 'associate', 'be', 'indicator', 'for', 'term2'];term1 with associate be indicator for term2
OBESITY;ENDOMETRIAL HYPERPLASIA;Patients commonly present with irregular and infrequent menstrual cycles, hirsutism, anovulatory infertility, OBESITY, ENDOMETRIAL HYPERPLASIA, and endometrial cancer, but there are three different, widely used diagnostic criteria;1;0;CrowdTruth;Patients commonly present with irregular and infrequent menstrual cycles, hirsutism, anovulatory infertility, term1, term2, and endometrial cancer, but there are three different, widely used diagnostic criteria;['term1', 'term2'];term1 term2
ABDOMIL PAIN;IPSID;Among the lymphoma patients without IPSID 65% had ABDOMIL PAIN weight loss, abdomil masses, obstruction, and perforation.;1;0;CrowdTruth;Among the lymphoma patients without term2 65% had term1 weight loss, abdomil masses, obstruction, and perforation.;['term1', 'loss', 'have', 'among', 'patient', 'without', 'term2'];term1 loss have among patient without term2
KOILOCYTOSIS;CIN 1;KOILOCYTOSIS without atypia was identified in 3.7% (183 cases), CIN 1 in 1.8% (87 cases) and high grade squamous intraepithelial lesions (SILs) (CIN 2 and 3) in 1.9% (93 cases) (total, 363/4,918 = 7.4%;1;0;CrowdTruth;term1 without atypia was identified in 3.7% (183 cases), term2 in 1.8% (87 cases) and high grade squamous intraepithelial lesions (SILs) (CIN 2 and 3) in 1.9% (93 cases) (total, 363/4,918 = 7.4%;['term1', 'identify', 'term2'];term1 identify term2
WILMS TUMOR;BLOOM SYNDROME;CASE REPORT: Morgan, a 4-year-old boy with BLOOM SYNDROME, developed a WILMS TUMOR;1;0;CrowdTruth;CASE REPORT: Morgan, a 4-year-old boy with term2, developed a term1;['term1', 'a', 'boy', 'with', 'term2'];term1 a boy with term2
PARATHYROID HYPERPLASIA AND PHEOCHROMOCYTOMA;CORNEAL NERVES AND HYPERTENSION;A 29 year old man with a marfanoid habitus, peculiar mucosal neuromas of the lips and tongue, high arched palate, hyperplastic CORNEAL NERVES AND HYPERTENSION was found at operation to have medullary carcinoma of the thyroid, PARATHYROID HYPERPLASIA AND PHEOCHROMOCYTOMA;1;0;CrowdTruth;A 29 year old man with a marfanoid habitus, peculiar mucosal neuromas of the lips and tongue, high arched palate, hyperplastic term2 was found at operation to have medullary carcinoma of the thyroid, term1;['term1', 'find', 'term2'];term1 find term2
ASCITES;OVARIAN SEROUS CARCINOMA;This rare, interesting tumor is characterized by a peritoneal carcinosis with ASCITES and by a histological pattern similar to one of the OVARIAN SEROUS CARCINOMA without primary involvement of the ovaries;1;0;CrowdTruth;This rare, interesting tumor is characterized by a peritoneal carcinosis with term1 and by a histological pattern similar to one of the term2 without primary involvement of the ovaries;['term1', 'with', 'carcinosis', 'by', 'pattern', 'without', 'involvement', 'of', 'term2'];term1 with carcinosis by pattern without involvement of term2
SPLENIC RUPTURE;INFECTIOUS MONONUCLEOSIS;We describe a case in which a diagnosis of SPLENIC RUPTURE occurring spontaneously on a background of INFECTIOUS MONONUCLEOSIS was made as a result of a high index of suspicion;1;0;CrowdTruth;We describe a case in which a diagnosis of term1 occurring spontaneously on a background of term2 was made as a result of a high index of suspicion;['term1', 'of', 'term2'];term1 of term2
BRANCHING (CASTING TYPE CALCIFICATIONS;DCIS;Multiple calcifications occurred in the necrotic core of the continuous DCIS resulting in linear and BRANCHING (CASTING TYPE CALCIFICATIONS a hallmark of high grade DCIS on mammograms.;1;0;CrowdTruth;Multiple calcifications occurred in the necrotic core of the continuous term2 resulting in linear and term1 a hallmark of high grade term2 on mammograms.;['term1', 'linear', 'in', 'result', 'term2'];term1 linear in result term2
BILATERAL GROIN ADENOPATHY;CHRONIC LYMPHOCYTIC LEUKEMIA;Five months later, BILATERAL GROIN ADENOPATHY was biopsy proven to be metastatic melanoma and CHRONIC LYMPHOCYTIC LEUKEMIA and the patient died 8 months after the radical vulvectomy.;1;0;CrowdTruth;Five months later, term1 was biopsy proven to be metastatic melanoma and term2 and the patient died 8 months after the radical vulvectomy.;['term1', 'be', 'melanoma', 'term2'];term1 be melanoma term2
ADENOCARCINOMA OF THE OVARY;ASCITES;A 74 year old woman presented with moderate ASCITES with diagnostic features of ADENOCARCINOMA OF THE OVARY;1;0;CrowdTruth;A 74 year old woman presented with moderate term2 with diagnostic features of term1;['term1', 'of', 'feature', 'with', 'term2'];term1 of feature with term2
LYMPHADENOPATHY;WITH DYSPROTEINEMIA (AILD);Angioimmunoblastic lymphadenopathy WITH DYSPROTEINEMIA (AILD) is a rare lymphoproliferative disorder characterized by diffuse LYMPHADENOPATHY fever, hepatosplenomegaly, hemolytic anemia, and polyclol hypergammaglobulinemia.;1;0;CrowdTruth;Angioimmunoblastic lymphadenopathy term2 is a rare lymphoproliferative disorder characterized by diffuse term1 fever, hepatosplenomegaly, hemolytic anemia, and polyclol hypergammaglobulinemia.;['term1', 'fever', ',', 'be', 'term2'];term1 fever , be term2
INTESTIL METAPLASIA;GASTRIC DYSPLASIAS;The intestil type isoenzyme, however, did not occur in intact gastric mucosa or in inflammatory epithelial changes, in contrast to all cases of INTESTIL METAPLASIA and some of the GASTRIC DYSPLASIAS and carcinomas, where it was present.;1;0;CrowdTruth;The intestil type isoenzyme, however, did not occur in intact gastric mucosa or in inflammatory epithelial changes, in contrast to all cases of term1 and some of the term2 and carcinomas, where it was present.;['term1', 'of', 'term2'];term1 of term2
POLYP MASS;MULTIPLE POLYPS;We have established a pre operative diagnosis in four cases of non secretory gastric carcinoid of the body and fundus presenting as MULTIPLE POLYPS in three patients, and a single POLYP MASS in the fourth patient.;1;0;CrowdTruth;We have established a pre operative diagnosis in four cases of non secretory gastric carcinoid of the body and fundus presenting as term2 in three patients, and a single term1 in the fourth patient.;['term1', 'present', 'as', 'term2'];term1 present as term2
WEIGHT LOSS;LYMPHOMA PATIENTS WITHOUT IPSID;Among the LYMPHOMA PATIENTS WITHOUT IPSID 65% had abdomil pain, WEIGHT LOSS abdomil masses, obstruction, and perforation.;1;0;CrowdTruth;Among the term2 65% had abdomil pain, term1 abdomil masses, obstruction, and perforation.;['term1', 'masse', 'pain', 'have', 'among', '%', 'term2'];term1 masse pain have among % term2
PANCYTOPENIA;MEGALOBLASTIC ANEMIA;After treatment, PANCYTOPENIA and MEGALOBLASTIC ANEMIA also markedly improved;1;0;CrowdTruth;After treatment, term1 and term2 also markedly improved;['term1', 'term2'];term1 term2
RAT ASCITES HEPATOMA;MOUSE ASCITES HEPATOMA 22A;Rabbit antiserum against alkali insoluble nuclear residual protein of transplantable rat hepatoma 27 reacted with residual proteins during immunodiffusion in agarose gel, provided immunoprecipitation of isolated nuclei and indirect immunofluorescence with Zajdela's RAT ASCITES HEPATOMA and MOUSE ASCITES HEPATOMA 22A while the reaction with non liver tumors  rat Jensen, Yoshida and M 1 sarcomas and mouse Ehrlich ascites carcinoma was negative.;1;0;CrowdTruth;Rabbit antiserum against alkali insoluble nuclear residual protein of transplantable rat hepatoma 27 reacted with residual proteins during immunodiffusion in agarose gel, provided immunoprecipitation of isolated nuclei and indirect immunofluorescence with Zajdela's term1 and term2 while the reaction with non liver tumors  rat Jensen, Yoshida and M 1 sarcomas and mouse Ehrlich ascites carcinoma was negative.;['term1', 'term2'];term1 term2
CLONIDINE WITHDRAWAL HYPERTENSION;PHAEOCHROMOCYTOMA;Agabiti Rosei E, Brown JJ, Lever AF et al. Treatment of PHAEOCHROMOCYTOMA and of CLONIDINE WITHDRAWAL HYPERTENSION with labetalol.;1;0;CrowdTruth;Agabiti Rosei E, Brown JJ, Lever AF et al. Treatment of term2 and of term1 with labetalol.;['term1', 'of', 'term2'];term1 of term2
MEDULLARY CARCINOMA;COLD NODULES;"Affinity labelling with a 125I labelled photoactive derivative of TSH (HSAB TSH) was used to alyse TSH receptor size in the following specimens of human thyroid tissue: (1) COLD NODULES; (2) autonomous nodules; (3) papillary carcinoma; (4) MEDULLARY CARCINOMA; (5) metastasis of papillary carcinoma to lymph node; (6) aplastic carcinoma, and (7) Graves' thyroid.";1;0;CrowdTruth;"Affinity labelling with a 125I labelled photoactive derivative of TSH (HSAB TSH) was used to alyse TSH receptor size in the following specimens of human thyroid tissue: (1) term2; (2) autonomous nodules; (3) papillary carcinoma; (4) term1; (5) metastasis of papillary carcinoma to lymph node; (6) aplastic carcinoma, and (7) Graves' thyroid.";"['term1', '4', ';', 'term2']";"term1 4 ; term2"
HEPATIC CARCINOMA;JAUNDICE;There are numerous side effects to abolic steroids, including hypertension and atherosclerosis, blood clotting, JAUNDICE HEPATIC CARCINOMA tendon damage, psychiatric and behavioural effects and, in males, reduced fertility and gyccomastia.;1;0;CrowdTruth;There are numerous side effects to abolic steroids, including hypertension and atherosclerosis, blood clotting, term2 term1 tendon damage, psychiatric and behavioural effects and, in males, reduced fertility and gyccomastia.;['term1', 'term2'];term1 term2
