,term1,term2,sentence,is_cause,is_treat
4887,HYPERTENSION,ORAL CLONIDINE HYDROCHLORIDE,"106 ,   110 ,   115 ,   118  Transdermal clonidine has been successfully substituted for ORAL CLONIDINE HYDROCHLORIDE in mild to moderate HYPERTENSION",0,1
4888,TYPE 1 DIABETES,HUMAN INSULIN,Glycated hemoglobin (HbA 1c ) was reduced more with short acting insulin alogues than with regular HUMAN INSULIN in patients with TYPE 1 DIABETES; no difference was seen in patients with type 2 diabetes (Table.,0,1
4889,TOXOPLASMIC ENCEPHALITIS,LOW DOSE TRIMETHOPRIM SULFAMETHOXAZOLE PROPHYLAXIS,"Carr A, Tindall B, Brew BJ et al. LOW DOSE TRIMETHOPRIM SULFAMETHOXAZOLE PROPHYLAXIS for TOXOPLASMIC ENCEPHALITIS in patients with AIDS.",0,1
4890,MYOCARDIAL INFARCTION,CLOPIDOGREL,"In patients with ST elevation myocardial infarction treated with fibrinolytics, CLOPIDOGREL pretreatment before percutaneous corory intervention reduced cardiovascular death, recurrent MYOCARDIAL INFARCTION and stroke.",0,1
4891,NEUTROPENIA,AMPHOTERICIN B,"1  Rex JH, Bennett JE, Sugar AM, Pappas PG, van der Horst CM, Edwards JE, et al. A randomized trial comparing flucozole with AMPHOTERICIN B for the treatment of candidemia in patients without NEUTROPENIA",0,1
4892,TB,INH,"INH currently the first line prevention agent for reactivation TB in persons with HIV infection is problematic because of poor adherence to 12 month therapy, hepatotoxity, and increasing resistance to INH therapy.",0,1
4893,SYPHILIS,BENZATHINE PENICILLIN G,"Syphilis in Children  Penicillin therapy   Children with primary, secondary, or early latent SYPHILIS should be treated with BENZATHINE PENICILLIN G (50,000 U/kg I.M., to 2.4 million units in a single dose.",0,1
4894,BIPOLAR DISORDER,OLANZAPINE,"Section 17.14, Need for comprehensive Treatment Program in Pediatric Patients: OLANZAPINE is indicated as an integral part of a total treatment program for pediatric patients with schizophrenia and BIPOLAR DISORDER that may include other measures (psychological, educatiol, social) for patients with the disorder.",0,1
4895,CLINICAL PULMORY EMBOLISM,UROKISE THERAPY,"Sasahara AA, Cannilla JE, Belko JS et al. UROKISE THERAPY in CLINICAL PULMORY EMBOLISM: a new thrombolytic agent.",0,1
4896,ALZHEIMER'S DEMENTIA,TACRINE,TACRINE as a treatment for ALZHEIMER'S DEMENTIA: editor's note.,0,1
4897,TOXOPLASMIC ENCEPHALITIS,CLINDAMYCIN VS PYRIMETHAMINE,"Katlama C, De Wit S, O'Doherty E et al. Pyrimethamine CLINDAMYCIN VS PYRIMETHAMINE sulfadiazine as acute and long term therapy for TOXOPLASMIC ENCEPHALITIS in patients with AIDS.",0,1
4898,PEDIATRIC OCD,SERTRALINE,"Wolkow R, March JS, Safferrman AZ et al. A placebo controlled trial of SERTRALINE treatment for PEDIATRIC OCD",0,1
4899,PAH,BOSENTAN,"Specifically, pulmory edema has been reported to develop in patients with PVOD when treated with agents used in PAH including epoprostenol and BOSENTAN",0,1
4900,SUSTAINED VENTRICULAR TACHYCARDIA,SOTALOL,"Evidence: • The AVID trial randomly assigned patients with primary ventricular fibrillation, syncope with ventricular tachycardia, or SUSTAINED VENTRICULAR TACHYCARDIA in patients with LVEF less than 40% to ICD or drug therapy with SOTALOL guided by EPS or amiodarone therapy.",0,1
4901,TYPE 2 DIABETES MELLITUS,INSULIN THERAPY,Treatment of TYPE 2 DIABETES MELLITUS as an adjunct to preprandial insulin therapy with or without concomitant metformin and/or a sulfonylurea in patients without adequate glycemic control on INSULIN THERAPY alone or in combition with metformin and/or a sulfonylurea.,0,1
4902,TOXEMIA,MAGNESIUM SULFATE THERAPY,Potentiation of muscle relaxants by MAGNESIUM SULFATE THERAPY in TOXEMIA of pregncy.,0,1
4903,AIDS ASSOCIATED CRYPTOCOCCAL MENINGITIS,FLUCOZOLE,"Saag MS, Cloud GA, Graybill JR et al. A comparison of itracozole versus FLUCOZOLE as maintence therapy for AIDS ASSOCIATED CRYPTOCOCCAL MENINGITIS",0,1
4904,P CARINII,TRIMETHOPRIM SULFAME THOXAZOLE,"Other Infections  Pneumocystis jiroveci  (formerly,  P CARINII ) has essentially been elimited by routine prophylaxis with TRIMETHOPRIM SULFAME THOXAZOLE or an altertive agent.",0,1
4905,OBSESSIVE COMPULSIVE DISORDER,CITALOPRAM,"Kopenen H, Lepola U, Leinonen E et alCITALOPRAM in the treatment of OBSESSIVE COMPULSIVE DISORDER: an open pilot study.",0,1
4906,MASSIVE CYTOMEGALOVIRUS PNEUMONIA AND MYOCARDITIS,DHPG,"Shabtai M, Luft B, Waltzer WC et al. MASSIVE CYTOMEGALOVIRUS PNEUMONIA AND MYOCARDITIS in a rel transplant recipient: successful treatment with DHPG",0,1
4907,CHRONIC PAIN DUE TO OSTEOARTHRITIS,PARACETAMOL,"1  Kjaersgaard Andersen P, fei A, Skov O, Madsen P, Andersen HM, Kroner K. Codeine plus paracetamol versus PARACETAMOL in longer term treatment of CHRONIC PAIN DUE TO OSTEOARTHRITIS of the hip: a randomized, double blind, multi centre study.",0,1
4908,OBSESSIVE COMPULSIVE DISORDER,CLOMIPRAMINE,"Freeman CPL, Trimble MR, Deakin JFW et al. Fluvoxamine versus CLOMIPRAMINE in the treatment of OBSESSIVE COMPULSIVE DISORDER: a multicenter, randomized, double blind, parallel group comparison.",0,1
4909,ENDOMETRIOSIS,LEUPROLIDE ACETATE,"Dlugi AM, Miller JD, Knittle J et al. Lupron depot (LEUPROLIDE ACETATE for depot suspension) in the treatment of ENDOMETRIOSIS: a randomized, placebo controlled, double blind study.",0,1
4910,PULMORY TUBERCULOSIS,RIFAPENTINE,"Tam CM, Chan SL, Lam CW et alRIFAPENTINE and isoniazid in the continuation phase of treating PULMORY TUBERCULOSIS",0,1
4911,OBSESSIVE COMPULSIVE DISORDER,SERTRALINE,"Wolkow R, Alderman J, Johnston J et alSERTRALINE treatment of children and adolescents with OBSESSIVE COMPULSIVE DISORDER or depression.",0,1
4912,CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B,"Dismukes WE, Cloud G, Gallis HA et al. Treatment of CRYPTOCOCCAL MENINGITIS with combition AMPHOTERICIN B and flucytosine for four as compared with six weeks.",0,1
4913,SCABIES,LINDANE 1%,"• An extensive review of medical literature on the treatment of scabies concluded that LINDANE 1% and permethrin 5% were both effective treatments for SCABIES but that lindane should be used with extreme caution, especially in infants, young children, pregnt females, and lactating women because of possible neurotoxicity ( 46.",0,1
4914,ADVANCED AIDS RELATED COMPLEX,ZIDOVUDINE,"Fischl MA, Richman DD, Causey DM et al. Prolonged ZIDOVUDINE therapy in patients with AIDS and ADVANCED AIDS RELATED COMPLEX.",0,1
4915,II AND III CHF,ELAPRIL,"• In the SOLVD treatment trial, ELAPRIL titrated to 20 mg/d in patients with class II AND III CHF reduced mortality by 4.5% at 3 years (NNT = 22) ( 143.",0,1
4916,URIRY TRACT INFECTIONS,TRIMETHOPRIM SULFAMETHOXAZOLE,"Goldstein EJ, Alpert JL, Ginsberg B. Norfloxacin versus TRIMETHOPRIM SULFAMETHOXAZOLE in the therapy of uncomplicated, community acquired URIRY TRACT INFECTIONS",0,1
4917,HISTOPLASMOSIS,FLUCOZOLE,"Sharkey Mathis PK, Velez J, Fetchick R et alHISTOPLASMOSIS in the acquired immunodeficiency syndrome (AIDS): treatment with itracozole and FLUCOZOLE",0,1
4918,SYMPTOMATIC URIRY TRACT INFECTIONS,TRIMETHOPRIM SULFAMETHOXAZOLE,"Norrby SR, Rylander M, Sandberg T et al. Coordited multicenter study of norfloxacin versus TRIMETHOPRIM SULFAMETHOXAZOLE treatment of SYMPTOMATIC URIRY TRACT INFECTIONS",0,1
4919,HERPES ZOSTER,VALACICLOVIR,VALACICLOVIR compared with acyclovir for improved therapy for HERPES ZOSTER in immunocompetent adults.,0,1
4920,OSTEOARTHRITIS,CHONDROITIN SULFATE,"1  Clegg DO, Reda DJ, Harris CL, Klein MA, O'Dell JR, Hooper MM, et al. Glucosamine, CHONDROITIN SULFATE and the two in combition for painful knee OSTEOARTHRITIS",0,1
4921,HYPEREOSINOPHILIC SYNDROMES,HYDROXYUREA,"Treatment of HYPEREOSINOPHILIC SYNDROMES with prednisone, HYDROXYUREA and interferon.",0,1
4922,ACQUIRED IMMUNODEFICIENCY SYNDROME,ZIDOVUDINE,"Interferon  α with ZIDOVUDINE: safety, tolerance, and clinical and virologic effects in patients with Kaposi sarcoma associated with the ACQUIRED IMMUNODEFICIENCY SYNDROME (AIDS.",0,1
4923,HEPATOCELLULAR CARCINOMA,INTERFERON THERAPY,"2  Yoshida H, Shiratori Y, Moriyama M, Arakawa Y, Ide T, Sata M, et al. INTERFERON THERAPY reduces the risk for HEPATOCELLULAR CARCINOMA: tiol surveillance program of cirrhotic and noncirrhotic patients with chronic hepatitis C in Japan.",0,1
4924,TYPE 1 DIABETES,INSULIN GLARGINE,"Heise T, Nosek L, Ronn BB et al. Lower within subject variability of insulin detemir in comparison to NPH insulin and INSULIN GLARGINE in people with TYPE 1 DIABETES",0,1
4925,DISTAL ULCERATIVE COLITIS,RECTAL MESALAMINE,"Safdi M, DeMicco M, Sninsky C, et al. A double blind comparison of oral versus RECTAL MESALAMINE versus combition therapy in the treatment of DISTAL ULCERATIVE COLITIS",0,1
4926,GENERALIZED WEGENER'S GRANULOMATOSIS,ORAL CYCLOPHOSPHAMIDE,"1  Guillevin L, Cordier JF, Lhote F, Cohen P, Jarrousse B, Royer I, et al. A prospective, multicenter, randomized trial comparing steroids and pulse cyclophosphamide versus steroids and ORAL CYCLOPHOSPHAMIDE in the treatment of GENERALIZED WEGENER'S GRANULOMATOSIS",0,1
4927,CHRONIC HEPATITIS C,PEGYLATED INTERFERON ALFA 2B,"Lindsay KL, Trepo C, Heintges T et al. A randomized, double blind trial comparing PEGYLATED INTERFERON ALFA 2B to interferon alfa 2b as initial treatment for CHRONIC HEPATITIS C",0,1
4928,MI,CARVEDILOL,"PubMed ID: 11356434  QUESTION  In patients with left ventricular dysfunction, does adding CARVEDILOL to the magement of myocardial infarction (MI) reduce mortality and nonfatal MI",0,1
4929,CHRONIC HEPATITIS C,INTERFERON,"Evidence: • In large cohort studies, survival and complication free survival were significantly better in patients who received treatment with INTERFERON for CHRONIC HEPATITIS C ( 8 ) and for chronic hepatitis B ( 9 ) as compared to patients who did not.",0,1
4930,MENINGOCOCCAL MENINGITIS,LONG ACTING CHLORAMPHENICOL,"1  than N, Borel T, Djibo A, Evans D, Djibo S, Corty JF, et al. Ceftriaxone as effective as LONG ACTING CHLORAMPHENICOL in short course treatment of MENINGOCOCCAL MENINGITIS during epidemics: a randomised non inferiority study.",0,1
4931,INFARCTION (MI,ASPIRIN,"PubMed ID: 10392981  QUESTION  In patients scheduled for carotid endarterectomy (CE), is low dose aspirin as effective as high dose ASPIRIN for reducing perioperative stroke, myocardial INFARCTION (MI and death after CE.",0,1
4932,THRUSH,FLUCOZOLE SUPPRESSIVE THERAPY,"Gripshover BM, Valdez H, Salata RA et al. Withdrawal of FLUCOZOLE SUPPRESSIVE THERAPY for THRUSH in patients responding to combition antiviral therapy including protease inhibitors.",0,1
4933,ACNE VULGARIS,ADAPALENE BENZOYL PEROXIDE,"2009 11 01  ADAPALENE BENZOYL PEROXIDE a unique fixed dose combition topical gel for the treatment of ACNE VULGARIS: a transatlantic, randomized, double blind, controlled study in 1670 patients.",0,1
4934,PROLIFERATIVE SLE NEPHRITIS T,YCLOPHOSPHAMIDE W,"Evidence:  In a randomized controlled trial, monthly intravenous cYCLOPHOSPHAMIDE Was more effective for treatment of PROLIFERATIVE SLE NEPHRITIS Than monthly intravenous glucocorticoid therapy; combition therapy may be superior ( 52.",0,1
4935,PANIC DISORDER,PAROXETINE,"• A study of patients treated with PAROXETINE 10 mg/d, for PANIC DISORDER reported higher plasma drug concentrations were not associated with improved benefit ( 92.",0,1
4936,CHRONIC THROMBOEMBOLIC PULMORY HYPERTENSION,BOSENTAN,"Jais X, D'Armini AM, Jansa P, et alBOSENTAN for treatment of inoperable chronic thromboembolic pulmory hypertension: BENEFiT (Bosentan Effects in iNopErable Forms of CHRONIC THROMBOEMBOLIC PULMORY HYPERTENSION), a randomized, placebo controlled trial.",0,1
4937,NEUTROPENIC,LIPOSOMAL AMPHOTERICIN B,In study that compared micafungin with LIPOSOMAL AMPHOTERICIN B in 531 patients (12% NEUTROPENIC micafungin was as effective as liposomal amphotericin B but was associated with fewer adverse events ( 206.,0,1
4938,HYPERDYMIC SEPTIC SHOCK,DOPAMINE,"2  Martin C, Papazian L, Perrin G, Saux P, Gouin F. Norepinephrine or DOPAMINE for the treatment of HYPERDYMIC SEPTIC SHOCK",0,1
4939,ENDOMETRIOSIS,LEUPROLIDE ACETATE,"1  Dlugi AM, Miller JD, Knittle J. Lupron depot (LEUPROLIDE ACETATE for depot suspension) in the treatment of ENDOMETRIOSIS: a randomized, placebo controlled, double blind study.",0,1
4940,CYSTIC FIBROSIS,(DORSE ALFA,"Genentech, Inc. Patient information booklet: your guide to Pulmozyme ®  (DORSE ALFA therapy for CYSTIC FIBROSIS (CF.",0,1
4941,ACUTE PULMORY EMBOLISM,TISSUE PLASMINOGEN ACTIVATOR,"Come PC, Kim D, Parker JA et al. Early reversal of right ventricular dysfunction in patients with ACUTE PULMORY EMBOLISM after treatment with IV TISSUE PLASMINOGEN ACTIVATOR",0,1
4942,PERSISTENT HYPERTENSION,MULLIEZ EA,"2  Proye CA, MULLIEZ EA Carille BM, Lecomte Houcke M, Decoulx M, Wemeau JL, et al. Essential hypertension: first reason for PERSISTENT HYPERTENSION after unilateral adrelectomy for primary aldosteronism.",0,1
4943,GONORRHEA,CEFTRIAXONE,"Comment on Handsfield HH, McCormack WM, Hook EW III, et al. A comparison of single dose cefixime with CEFTRIAXONE as treatment for uncomplicated GONORRHEA",0,1
4944,SYMPTOMATIC DEEP VENOUS THROMBOSIS,ENOXAPARIN,"Buller HR, Davidson BL, Decousus H et al. Fondaparinux or ENOXAPARIN for the initial treatment of SYMPTOMATIC DEEP VENOUS THROMBOSIS: a randomized trial.",0,1
4945,DEATH VASCULAR DEATH MI UNSTABLE ANGI STROKE,ASPIRIN,The benefits from coumadin therapy were further supported by secondary alyses showing lower rates of DEATH VASCULAR DEATH MI UNSTABLE ANGI STROKE and revascularization in patients receiving coumadin or aspirin plus coumadin therapy than in those receiving ASPIRIN alone.,0,1
4946,URIRY TRACT INFECTIONS,TRIMETHOPRIM SULFAMETHOXAZOLE,"Allais JM, Preheim LC, Cuevas TA et al. Randomized, double blind comparison of ciprofloxacin and TRIMETHOPRIM SULFAMETHOXAZOLE for complicated URIRY TRACT INFECTIONS",0,1
4947,TYPE 1 DIABETES,INSULIN LISPRO,"Bode B, Weinstein R, Bell D et al. Comparison of insulin aspart with buffered insulin and INSULIN LISPRO in continuous subcutaneous insulin infusion: a randomized study in TYPE 1 DIABETES",0,1
4948,BONE INFECTIONS,CIPROFLOXACIN,"Nix DE, Cumbo TJ, Kuritzky P et al. Oral CIPROFLOXACIN in the treatment of serious soft tissue and BONE INFECTIONS: efficacy, safety, and pharmacokinetics.",0,1
4949,AIDS,DIDEOXYINOSINE,"Cooley TP, Kunches LM, Saunders CA et al. Treatment of AIDS and AIDS related complex with 2′,3′ DIDEOXYINOSINE given once daily.",0,1
4950,DEEP VEIN THROMBOSIS,ENOXAPARIN,"1  Mismetti P, Quenet S, Levine M, Merli G, Decousus H, Derobert E, et alENOXAPARIN in the treatment of DEEP VEIN THROMBOSIS with or without pulmory embolism: an individual patient data meta alysis.",0,1
4951,CRYPTOCOCCAL MENINGITIS,FLUCOZOLE,"Larsen RA, Bozzette SA, Jones BE et alFLUCOZOLE combined with flucytosine for treatment of CRYPTOCOCCAL MENINGITIS in patients with AIDS.",0,1
4952,REFRACTORY REFLUX ESOPHAGITIS,OMEPRAZOLE,"Klinkenberg Knol EC, Festen HPM, Jansen JBMJ et al. Long term treatment with OMEPRAZOLE for REFRACTORY REFLUX ESOPHAGITIS: efficacy and safety.",0,1
4953,PSE,NEOMYCIN,"1   However, lactulose appears to remain active when administered with NEOMYCIN to patients with PSE and some reports suggest that such concomitant therapy may be more effective than either drug alone in the treatment of PSE.",0,1
4954,MYOFASCIAL PAIN,LIDOCAINE,Diclofec versus LIDOCAINE as injection therapy in MYOFASCIAL PAIN,0,1
4955,SPOROTRICHOSIS,AMPHOTERICIN B,"146 ,   429 ,   436  IV AMPHOTERICIN B is the drug of choice for initial treatment of severe, life threatening sporotrichosis and whenever SPOROTRICHOSIS is dissemited or has CNS involvement.",0,1
4956,CHILDHOOD OBSESSIVE COMPULSIVE DISORDER,CLOMIPRAMINE,"Flament MF, Rapoport JL, Berg CJ et alCLOMIPRAMINE treatment of CHILDHOOD OBSESSIVE COMPULSIVE DISORDER: a double blind controlled study.",0,1
4957,JIROVECI (PNEUMOCYSTIS CARINII PNEUMONIA,PENTAMIDINE DIISETHIOTE,"1 ,   2 ,   3 ,   4  Class:  Antiprotozoals, Miscellaneous 8:30.92; AP100 (VA)  Synonyms:  PENTAMIDINE DIISETHIOTE  Uses  Pneumocystis JIROVECI (PNEUMOCYSTIS CARINII PNEUMONIA  Treatment of  Pneumocystis jiroveci  (formerly  Pneumocystis carinii ) pneumonia (PCP); desigted an orphan drug by FDA for this use.",0,1
4958,NEUTROPENIA,VANCOMYCIN,"NEUTROPENIA can occur during therapy with penicillins, cephalosporins, or VANCOMYCIN",0,1
4959,SEPSIS,RECOMBINT HUMAN ACTIVATED PROTEIN C,"DESIGN  Cost effectiveness alysis from a patient perspective using a Markov model with benefit data from a {randomized (allocation concealed*), blinded (clinicians and patients),* placebo controlled trial with 28 day follow up (RECOMBINT HUMAN ACTIVATED PROTEIN C Worldwide Evaluation in Severe SEPSIS PROWESS) +.",0,1
4960,HIGH BLOOD PRESSURE,PROPRANOLOL,The combined alpha  and beta adrenergic blocker labetalol and PROPRANOLOL in the treatment of HIGH BLOOD PRESSURE: similarities and differences.,0,1
4961,TRANSPLANTATION ROCKVILLE MD,ORGAN SHARING RICHMOND VA ARBOR RESEARCH COLLABORATIVE,"Department of Health and Human Services, Health Resources and Services Administration, Healthcare Systems Bureau, Division of TRANSPLANTATION ROCKVILLE MD; United Network for ORGAN SHARING RICHMOND VA ARBOR RESEARCH COLLABORATIVE for Health, Ann Arbor, MI.  Full Text   6.",0,1
